image,imageAlt,link,linkText,text,dataAttributes
"https://down-vn.img.susercontent.com/file/fa1a680b9ac79ed76c622de4def31c61_tn.webp","https://shopee.vn/Son%20L%C3%AC%20Son%20Kem%20SUPER%20MATTE%20Kh%C3%B4ng%20Ch%C3%AC%20Cao%20C%E1%BA%A5p%20Ch%C3%ADnh%20H%C3%A3ng%20M%C3%A0u%20%C4%90%E1%BB%8F%20burgundy","https://shopee.vn/Son-L%C3%AC-Son-Kem-SUPER-MATTE-Kh%C3%B4ng-Ch%C3%AC-Cao-C%E1%BA%A5p-Ch%C3%ADnh-H%C3%A3ng-M%C3%A0u-%C4%90%E1%BB%8F-burgundy-i.481656015.15760836604?extraParams=%7B%22display_model_id%22%3A88855350003%2C%22model_selection_logic%22%3A3%7D&sp_atk=0dbcf054-3565-46a1-af29-61e65c8b54c2&xptdk=0dbcf054-3565-46a1-af29-61e65c8b54c2","https://shopee.vn/Son%20L%C3%AC%20Son%20Kem%20SUPER%20MATTE%20Kh%C3%B4ng%20Ch%C3%AC%20Cao%20C%E1%BA%A5p%20Ch%C3%ADnh%20H%C3%A3ng%20M%C3%A0u%20%C4%90%E1%BB%8F%20burgundy71.627%E2%82%AB-43%4.9%C4%90%C3%A3%20b%C3%A1n%202k+3%20-%204%20ng%C3%A0yTP.%20H%E1%BB%93%20Ch%C3%AD%20Minh","Son Lì Son Kem SUPER MATTE Không Chì Cao Cấp Chính Hãng Màu Đỏ burgundy71.627₫-43%4.9Đã bán 2k+3 - 4 ngàyTP. Hồ Chí MinhTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/vn-11134207-820l4-meoxnf9fv3t107_tn.webp","https://shopee.vn/[M%C3%A0u%2001-49]%20Son%20kem%20l%C3%AC%20l%E1%BB%8D%20m%E1%BB%B1c%20Peripera%20Ink%20Velvet","https://shopee.vn/-M%C3%A0u-01-49-Son-kem-l%C3%AC-l%E1%BB%8D-m%E1%BB%B1c-Peripera-Ink-Velvet-i.21786700.2581776064?extraParams=%7B%22display_model_id%22%3A194458121109%2C%22model_selection_logic%22%3A3%7D&sp_atk=4c36897b-73d2-4863-9b4e-c202e1070f18&xptdk=4c36897b-73d2-4863-9b4e-c202e1070f18","https://shopee.vn/[M%C3%A0u%2001-49]%20Son%20kem%20l%C3%AC%20l%E1%BB%8D%20m%E1%BB%B1c%20Peripera%20Ink%20Velvet125.000%E2%82%AB-31%Mua%20K%C3%A8m%20Deal%20S%E1%BB%91c4.9%C4%90%C3%A3%20b%C3%A1n%202k+3%20-%204%20ng%C3%A0yTP.%20H%E1%BB%93%20Ch%C3%AD%20Minh","[Màu 01-49] Son kem lì lọ mực Peripera Ink Velvet125.000₫-31%Mua Kèm Deal Sốc4.9Đã bán 2k+3 - 4 ngàyTP. Hồ Chí MinhTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgpvt7xfawwc06_tn.webp","https://shopee.vn/Son%20l%C3%AC%20Nars%20Slim%20Powermatte%20135,133,112%20son%20th%E1%BB%8Fi%20Nars%20Son%20Bbia%2013%20canh%20sale","https://shopee.vn/Son-l%C3%AC-Nars-Slim-Powermatte-135-133-112-son-th%E1%BB%8Fi-Nars-Son-Bbia-13-canh-sale-i.179843376.7136728011?extraParams=%7B%22display_model_id%22%3A302129072649%2C%22model_selection_logic%22%3A3%7D&sp_atk=f98fdd2f-3fa9-4956-a459-c9d73d8ee148&xptdk=f98fdd2f-3fa9-4956-a459-c9d73d8ee148","https://shopee.vn/Son%20l%C3%AC%20Nars%20Slim%20Powermatte%20135,133,112%20son%20th%E1%BB%8Fi%20Nars%20Son%20Bbia%2013%20canh%20sale249.000%E2%82%AB-2%4.9%C4%90%C3%A3%20b%C3%A1n%20566H%C3%A0%20N%E1%BB%99i","Son lì Nars Slim Powermatte 135,133,112 son thỏi Nars Son Bbia 13 canh sale249.000₫-2%4.9Đã bán 566Hà NộiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mhh28j4gfrb81e_tn.webp","https://shopee.vn/H%C3%80NG%20C%C3%93%20S%E1%BA%B4N%20QU%C3%80%20T%E1%BA%B6NG:%20%C4%90%C3%B3ng%20g%C3%B3i%20%C4%91%E1%BA%B9p,%20kh%C3%B4ng%20c%E1%BA%A7n%20g%C3%B3i%20g%C3%B3i,%20B%E1%BB%99%20qu%C3%A0%20t%E1%BA%B7ng%20Son%20b%C3%B3ng%20m%C3%B4i%20Gi%C3%A1ng%20sinh%20Ineyoo%20Ch%E1%BA%A5t%20l%C6%B0%E1%BB%A3ng%20cao%20Velvet%20Matte%20Lip%20Gloss%202%20c%C3%A1i%20/%20b%E1%BB%99","https://shopee.vn/H%C3%80NG-C%C3%93-S%E1%BA%B4N-QU%C3%80-T%E1%BA%B6NG-%C4%90%C3%B3ng-g%C3%B3i-%C4%91%E1%BA%B9p-kh%C3%B4ng-c%E1%BA%A7n-g%C3%B3i-g%C3%B3i-B%E1%BB%99-qu%C3%A0-t%E1%BA%B7ng-Son-b%C3%B3ng-m%C3%B4i-Gi%C3%A1ng-sinh-Ineyoo-Ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-cao-Velvet-Matte-Lip-Gloss-2-c%C3%A1i-b%E1%BB%99-i.186680691.12845756470?extraParams=%7B%22display_model_id%22%3A95746013114%2C%22model_selection_logic%22%3A3%7D&sp_atk=810dc763-614e-4d97-930c-1900bf513798&xptdk=810dc763-614e-4d97-930c-1900bf513798","https://shopee.vn/H%C3%80NG%20C%C3%93%20S%E1%BA%B4N%20QU%C3%80%20T%E1%BA%B6NG:%20%C4%90%C3%B3ng%20g%C3%B3i%20%C4%91%E1%BA%B9p,%20kh%C3%B4ng%20c%E1%BA%A7n%20g%C3%B3i%20g%C3%B3i,%20B%E1%BB%99%20qu%C3%A0%20t%E1%BA%B7ng%20Son%20b%C3%B3ng%20m%C3%B4i%20Gi%C3%A1ng%20sinh%20Ineyoo%20Ch%E1%BA%A5t%20l%C6%B0%E1%BB%A3ng%20cao%20Velvet%20Matte%20Lip%20Gloss%202%20c%C3%A1i%20/%20b%E1%BB%9948.400%E2%82%AB-17%18%%20Gi%E1%BA%A3m4.8%C4%90%C3%A3%20b%C3%A1n%206k+Ng%C3%A0y%20Mai%2012:00H%C3%A0%20N%E1%BB%99i","HÀNG CÓ SẴN QUÀ TẶNG: Đóng gói đẹp, không cần gói gói, Bộ quà tặng Son bóng môi Giáng sinh Ineyoo Chất lượng cao Velvet Matte Lip Gloss 2 cái / bộ48.400₫-17%18% Giảm4.8Đã bán 6k+Ngày Mai 12:00Hà NộiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/a687d8fdf6526273805ba95112b52d5a_tn.webp","https://shopee.vn/Set%20Son%20Th%E1%BB%8Fi%206%20C%C3%A2y%20Dream%20Heng%20Fang%20Si%C3%AAu%20L%C3%AC%20M%E1%BB%8Bn%20M%C3%B4i%20C%E1%BB%B1c%20Hot","https://shopee.vn/Set-Son-Th%E1%BB%8Fi-6-C%C3%A2y-Dream-Heng-Fang-Si%C3%AAu-L%C3%AC-M%E1%BB%8Bn-M%C3%B4i-C%E1%BB%B1c-Hot-i.43150744.4111734083?extraParams=%7B%22display_model_id%22%3A165708292317%2C%22model_selection_logic%22%3A3%7D&sp_atk=27f69d1f-c11d-4d66-94ff-da6917b5e753&xptdk=27f69d1f-c11d-4d66-94ff-da6917b5e753","https://shopee.vn/Set%20Son%20Th%E1%BB%8Fi%206%20C%C3%A2y%20Dream%20Heng%20Fang%20Si%C3%AAu%20L%C3%AC%20M%E1%BB%8Bn%20M%C3%B4i%20C%E1%BB%B1c%20Hot78.400%E2%82%AB-2%4.9%C4%90%C3%A3%20b%C3%A1n%204k+TP.%20H%E1%BB%93%20Ch%C3%AD%20Minh","Set Son Thỏi 6 Cây Dream Heng Fang Siêu Lì Mịn Môi Cực Hot78.400₫-2%4.9Đã bán 4k+TP. Hồ Chí MinhTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lksx8dwc5txc07_tn.webp","https://shopee.vn/Son%20Kem%20Focallure%20Hi%E1%BB%87u%20%E1%BB%A8ng%20B%C3%B3ng%20M%E1%BB%9D%20Ch%E1%BB%91ng%20D%C3%ADnh%20C%E1%BB%91c%20M%E1%BB%81m%20M%E1%BA%A1i%20M%E1%BB%8Bn%20M%C3%A0ng%20L%C3%A2u%20Tr%C3%B4i%203g","https://shopee.vn/Son-Kem-Focallure-Hi%E1%BB%87u-%E1%BB%A8ng-B%C3%B3ng-M%E1%BB%9D-Ch%E1%BB%91ng-D%C3%ADnh-C%E1%BB%91c-M%E1%BB%81m-M%E1%BA%A1i-M%E1%BB%8Bn-M%C3%A0ng-L%C3%A2u-Tr%C3%B4i-3g-i.1031910201.19882315219?extraParams=%7B%22display_model_id%22%3A196914348440%2C%22model_selection_logic%22%3A3%7D&sp_atk=849bdb5c-19f4-4d22-933f-c8305bfdaa17&xptdk=849bdb5c-19f4-4d22-933f-c8305bfdaa17","https://shopee.vn/Son%20Kem%20Focallure%20Hi%E1%BB%87u%20%E1%BB%A8ng%20B%C3%B3ng%20M%E1%BB%9D%20Ch%E1%BB%91ng%20D%C3%ADnh%20C%E1%BB%91c%20M%E1%BB%81m%20M%E1%BA%A1i%20M%E1%BB%8Bn%20M%C3%A0ng%20L%C3%A2u%20Tr%C3%B4i%203g109.000%E2%82%AB-39%4.9%C4%90%C3%A3%20b%C3%A1n%20947TP.%20H%E1%BB%93%20Ch%C3%AD%20Minh","Son Kem Focallure Hiệu Ứng Bóng Mờ Chống Dính Cốc Mềm Mại Mịn Màng Lâu Trôi 3g109.000₫-39%4.9Đã bán 947TP. Hồ Chí MinhTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/sg-11134201-22090-suc3soewuuhv57_tn.webp","https://shopee.vn/Son%20kem%20MATTE%20HAPPY%20handmade%20%C4%91%E1%BB%A7%20m%C3%A0u","https://shopee.vn/Son-kem-MATTE-HAPPY-handmade-%C4%91%E1%BB%A7-m%C3%A0u-i.361775747.13496655149?extraParams=%7B%22display_model_id%22%3A202479218269%2C%22model_selection_logic%22%3A3%7D&sp_atk=ead5af96-02e1-4fae-902c-d3befdf66ae5&xptdk=ead5af96-02e1-4fae-902c-d3befdf66ae5","https://shopee.vn/Son%20kem%20MATTE%20HAPPY%20handmade%20%C4%91%E1%BB%A7%20m%C3%A0u34.900%E2%82%AB-3%4.5%C4%90%C3%A3%20b%C3%A1n%207k+2%20-%203%20ng%C3%A0yTh%C3%A1i%20B%C3%ACnh","Son kem MATTE HAPPY handmade đủ màu34.900₫-3%4.5Đã bán 7k+2 - 3 ngàyThái BìnhTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m5cql7hbq1hf70_tn.webp","https://shopee.vn/Son%20Ink%2041%20Cool%20Off%20Rosy,%20Son%20Kem%20Peripera%20Ink%20Velvet%20Nude%20M%C3%A0u%2041%20-%20H%E1%BB%93ng%20%C4%90%E1%BA%A5t%20%C3%81nh%20T%C3%ADm","https://shopee.vn/Son-Ink-41-Cool-Off-Rosy-Son-Kem-Peripera-Ink-Velvet-Nude-M%C3%A0u-41-H%E1%BB%93ng-%C4%90%E1%BA%A5t-%C3%81nh-T%C3%ADm-i.107299098.27724394650?extraParams=%7B%22display_model_id%22%3A242538007101%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0feac39-8fe0-47c7-b747-447c35d849d3&xptdk=c0feac39-8fe0-47c7-b747-447c35d849d3","https://shopee.vn/Son%20Ink%2041%20Cool%20Off%20Rosy,%20Son%20Kem%20Peripera%20Ink%20Velvet%20Nude%20M%C3%A0u%2041%20-%20H%E1%BB%93ng%20%C4%90%E1%BA%A5t%20%C3%81nh%20T%C3%ADm139.000%E2%82%AB-44%Gi%E1%BA%A3m%2010k%E2%82%AB4.9%C4%90%C3%A3%20b%C3%A1n%20847Ng%C3%A0y%20Mai%2012:00H%C3%A0%20N%E1%BB%99i","Son Ink 41 Cool Off Rosy, Son Kem Peripera Ink Velvet Nude Màu 41 - Hồng Đất Ánh Tím139.000₫-44%Giảm 10k₫4.9Đã bán 847Ngày Mai 12:00Hà NộiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lt851rrm5iu15e_tn.webp","https://shopee.vn/Son%20Kem%20L%C3%AC%20Sweetmint%20%C4%90%E1%BB%8F%20M%E1%BA%ADn%20L%C3%AC%20L%C3%A2u%20Tr%C3%B4i%20Kh%C3%B3%20Phai%20Nhung%20M%E1%BB%8Bn%20Ch%C3%B4ng%20N%C6%B0%E1%BB%9Bc%20Trang%20%C4%90i%E1%BB%83m%20%C4%90a%20N%C4%83ng%20T%C3%B4n%20Da%20Cho%20B%E1%BA%A1n%20N%E1%BB%AF","https://shopee.vn/Son-Kem-L%C3%AC-Sweetmint-%C4%90%E1%BB%8F-M%E1%BA%ADn-L%C3%AC-L%C3%A2u-Tr%C3%B4i-Kh%C3%B3-Phai-Nhung-M%E1%BB%8Bn-Ch%C3%B4ng-N%C6%B0%E1%BB%9Bc-Trang-%C4%90i%E1%BB%83m-%C4%90a-N%C4%83ng-T%C3%B4n-Da-Cho-B%E1%BA%A1n-N%E1%BB%AF-i.4684399.24520579464?extraParams=%7B%22display_model_id%22%3A245529792119%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c929178-266c-4728-ba40-c310abbc3f04&xptdk=9c929178-266c-4728-ba40-c310abbc3f04","https://shopee.vn/Son%20Kem%20L%C3%AC%20Sweetmint%20%C4%90%E1%BB%8F%20M%E1%BA%ADn%20L%C3%AC%20L%C3%A2u%20Tr%C3%B4i%20Kh%C3%B3%20Phai%20Nhung%20M%E1%BB%8Bn%20Ch%C3%B4ng%20N%C6%B0%E1%BB%9Bc%20Trang%20%C4%90i%E1%BB%83m%20%C4%90a%20N%C4%83ng%20T%C3%B4n%20Da%20Cho%20B%E1%BA%A1n%20N%E1%BB%AF38.122%E2%82%AB-15%4.8%C4%90%C3%A3%20b%C3%A1n%209283%20-%204%20ng%C3%A0yTP.%20H%E1%BB%93%20Ch%C3%AD%20Minh","Son Kem Lì Sweetmint Đỏ Mận Lì Lâu Trôi Khó Phai Nhung Mịn Chông Nước Trang Điểm Đa Năng Tôn Da Cho Bạn Nữ38.122₫-15%4.8Đã bán 9283 - 4 ngàyTP. Hồ Chí MinhTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/sg-11134201-22110-7fpnm0mdsmjved_tn.webp","https://shopee.vn/Son%20M%C3%B4i%20D%C6%B0%E1%BB%A1ng%20%E1%BA%A8m%20Ch%E1%BB%91ng%20D%C3%ADnh%20C%E1%BB%91c%20Thi%E1%BA%BFt%20K%E1%BA%BF%20V%E1%BB%8F%20Nh%E1%BB%8F%20G%E1%BB%8Dn%20Ti%E1%BB%87n%20D%E1%BB%A5ng","https://shopee.vn/Son-M%C3%B4i-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Ch%E1%BB%91ng-D%C3%ADnh-C%E1%BB%91c-Thi%E1%BA%BFt-K%E1%BA%BF-V%E1%BB%8F-Nh%E1%BB%8F-G%E1%BB%8Dn-Ti%E1%BB%87n-D%E1%BB%A5ng-i.776097562.22104368761?extraParams=%7B%22display_model_id%22%3A88437069671%2C%22model_selection_logic%22%3A3%7D&sp_atk=3cf2e30c-a3c9-47dd-a36d-0c04158e10e6&xptdk=3cf2e30c-a3c9-47dd-a36d-0c04158e10e6","https://shopee.vn/Son%20M%C3%B4i%20D%C6%B0%E1%BB%A1ng%20%E1%BA%A8m%20Ch%E1%BB%91ng%20D%C3%ADnh%20C%E1%BB%91c%20Thi%E1%BA%BFt%20K%E1%BA%BF%20V%E1%BB%8F%20Nh%E1%BB%8F%20G%E1%BB%8Dn%20Ti%E1%BB%87n%20D%E1%BB%A5ng37.950%E2%82%AB4.9%C4%90%C3%A3%20b%C3%A1n%20276N%C6%B0%E1%BB%9Bc%20ngo%C3%A0i","Son Môi Dưỡng Ẩm Chống Dính Cốc Thiết Kế Vỏ Nhỏ Gọn Tiện Dụng37.950₫4.9Đã bán 276Nước ngoàiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/sg-11134201-7qvew-lil2u815fre4fb_tn.webp","https://shopee.vn/Son%20M%C3%B4i%20Hi%E1%BB%87u%20%E1%BB%A8ng%20L%C3%AC%20M%C3%A0u%20S%E1%BA%AFc%20Th%E1%BB%9Di%20Trang%20H%C3%A0n%20Qu%E1%BB%91c%20Cho%20N%E1%BB%AF","https://shopee.vn/Son-M%C3%B4i-Hi%E1%BB%87u-%E1%BB%A8ng-L%C3%AC-M%C3%A0u-S%E1%BA%AFc-Th%E1%BB%9Di-Trang-H%C3%A0n-Qu%E1%BB%91c-Cho-N%E1%BB%AF-i.404496918.17397956732?extraParams=%7B%22display_model_id%22%3A231751411886%2C%22model_selection_logic%22%3A3%7D&sp_atk=be856434-8948-4c9c-9333-abadaee3a76e&xptdk=be856434-8948-4c9c-9333-abadaee3a76e","https://shopee.vn/Son%20M%C3%B4i%20Hi%E1%BB%87u%20%E1%BB%A8ng%20L%C3%AC%20M%C3%A0u%20S%E1%BA%AFc%20Th%E1%BB%9Di%20Trang%20H%C3%A0n%20Qu%E1%BB%91c%20Cho%20N%E1%BB%AF108.337%E2%82%AB-50%Gi%E1%BA%A3m%2019,999k%E2%82%AB4.5%C4%90%C3%A3%20b%C3%A1n%20239N%C6%B0%E1%BB%9Bc%20ngo%C3%A0i","Son Môi Hiệu Ứng Lì Màu Sắc Thời Trang Hàn Quốc Cho Nữ108.337₫-50%Giảm 19,999k₫4.5Đã bán 239Nước ngoàiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/sg-11134201-22110-joetzme0dqjv53_tn.webp","https://shopee.vn/Son%20Kem%20L%C3%AC%20V%E1%BB%8F%20Vu%C3%B4ng%20Herorange%20c%E1%BA%A7m%20ch%E1%BA%AFc%20tay,%20ch%E1%BA%A5t%20son%20nhung%20l%C3%AC","https://shopee.vn/Son-Kem-L%C3%AC-V%E1%BB%8F-Vu%C3%B4ng-Herorange-c%E1%BA%A7m-ch%E1%BA%AFc-tay-ch%E1%BA%A5t-son-nhung-l%C3%AC-i.58399260.19461602657?extraParams=%7B%22display_model_id%22%3A175065489759%2C%22model_selection_logic%22%3A3%7D&sp_atk=61dc560d-c089-4161-a38f-5755636b6479&xptdk=61dc560d-c089-4161-a38f-5755636b6479","https://shopee.vn/Son%20Kem%20L%C3%AC%20V%E1%BB%8F%20Vu%C3%B4ng%20Herorange%20c%E1%BA%A7m%20ch%E1%BA%AFc%20tay,%20ch%E1%BA%A5t%20son%20nhung%20l%C3%AC28.800%E2%82%AB-1%Mua%20gi%C3%A1%20b%C3%A1n%20bu%C3%B4n/%20b%C3%A1n%20s%E1%BB%894.8%C4%90%C3%A3%20b%C3%A1n%201k+Ng%C3%A0y%20Mai%2012:00H%C3%A0%20N%E1%BB%99i","Son Kem Lì Vỏ Vuông Herorange cầm chắc tay, chất son nhung lì28.800₫-1%Mua giá bán buôn/ bán sỉ4.8Đã bán 1k+Ngày Mai 12:00Hà NộiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/sg-11134201-7raun-ma6eng8hbv6z8c_tn.webp","https://shopee.vn/SAM%20SUGAR%206%20M%C3%A0u%20Son%20M%C3%B4i%20Kim%20Lo%E1%BA%A1i%20L%C3%A2u%20D%C3%A0i%20L%E1%BA%A5p%20L%C3%A1nh%20H%E1%BB%93ng%20%C4%90%E1%BB%8F%20M%C3%B4i%20Glaze%20Ch%E1%BB%91ng%20Th%E1%BA%A5m%20N%C6%B0%E1%BB%9Bc%20D%C6%B0%E1%BB%A1ng%20%E1%BA%A8m%20D%E1%BA%A1%20Quang%20Liptint%20Shimmer%20S%C3%A1ng%20B%C3%B3ng%20Son%20B%C3%B3ng%20Trang%20%C4%90i%E1%BB%83m","https://shopee.vn/SAM-SUGAR-6-M%C3%A0u-Son-M%C3%B4i-Kim-Lo%E1%BA%A1i-L%C3%A2u-D%C3%A0i-L%E1%BA%A5p-L%C3%A1nh-H%E1%BB%93ng-%C4%90%E1%BB%8F-M%C3%B4i-Glaze-Ch%E1%BB%91ng-Th%E1%BA%A5m-N%C6%B0%E1%BB%9Bc-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-D%E1%BA%A1-Quang-Liptint-Shimmer-S%C3%A1ng-B%C3%B3ng-Son-B%C3%B3ng-Trang-%C4%90i%E1%BB%83m-i.243054657.26536908880?extraParams=%7B%22display_model_id%22%3A295175344859%2C%22model_selection_logic%22%3A3%7D&sp_atk=c6cdf5a1-8d22-4756-9118-00d95592566d&xptdk=c6cdf5a1-8d22-4756-9118-00d95592566d","https://shopee.vn/SAM%20SUGAR%206%20M%C3%A0u%20Son%20M%C3%B4i%20Kim%20Lo%E1%BA%A1i%20L%C3%A2u%20D%C3%A0i%20L%E1%BA%A5p%20L%C3%A1nh%20H%E1%BB%93ng%20%C4%90%E1%BB%8F%20M%C3%B4i%20Glaze%20Ch%E1%BB%91ng%20Th%E1%BA%A5m%20N%C6%B0%E1%BB%9Bc%20D%C6%B0%E1%BB%A1ng%20%E1%BA%A8m%20D%E1%BA%A1%20Quang%20Liptint%20Shimmer%20S%C3%A1ng%20B%C3%B3ng%20Son%20B%C3%B3ng%20Trang%20%C4%90i%E1%BB%83m41.382%E2%82%AB-1%Gi%E1%BA%A3m%201k%E2%82%AB4.8%C4%90%C3%A3%20b%C3%A1n%2024N%C6%B0%E1%BB%9Bc%20ngo%C3%A0i","SAM SUGAR 6 Màu Son Môi Kim Loại Lâu Dài Lấp Lánh Hồng Đỏ Môi Glaze Chống Thấm Nước Dưỡng Ẩm Dạ Quang Liptint Shimmer Sáng Bóng Son Bóng Trang Điểm41.382₫-1%Giảm 1k₫4.8Đã bán 24Nước ngoàiTìm sản phẩm tương tự","{""sqe"":""item""}"
"https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lt851rrm5iu15e_tn.webp","https://shopee.vn/Son%20Kem%20L%C3%AC%20Sweetmint%20%C4%90%E1%BB%8F%20M%E1%BA%ADn%20L%C3%AC%20L%C3%A2u%20Tr%C3%B4i%20Kh%C3%B3%20Phai%20Nhung%20M%E1%BB%8Bn%20Ch%C3%B4ng%20N%C6%B0%E1%BB%9Bc%20Trang%20%C4%90i%E1%BB%83m%20%C4%90a%20N%C4%83ng%20T%C3%B4n%20Da%20Cho%20B%E1%BA%A1n%20N%E1%BB%AF","https://shopee.vn/Son-Kem-L%C3%AC-Sweetmint-%C4%90%E1%BB%8F-M%E1%BA%ADn-L%C3%AC-L%C3%A2u-Tr%C3%B4i-Kh%C3%B3-Phai-Nhung-M%E1%BB%8Bn-Ch%C3%B4ng-N%C6%B0%E1%BB%9Bc-Trang-%C4%90i%E1%BB%83m-%C4%90a-N%C4%83ng-T%C3%B4n-Da-Cho-B%E1%BA%A1n-N%E1%BB%AF-i.4684399.24520579464?extraParams=%7B%22display_model_id%22%3A245529792119%2C%22model_selection_logic%22%3A3%7D&sp_atk=c745ed94-2377-46d7-b34f-41a29f1df876&xptdk=c745ed94-2377-46d7-b34f-41a29f1df876","https://shopee.vn/Son%20Kem%20L%C3%AC%20Sweetmint%20%C4%90%E1%BB%8F%20M%E1%BA%ADn%20L%C3%AC%20L%C3%A2u%20Tr%C3%B4i%20Kh%C3%B3%20Phai%20Nhung%20M%E1%BB%8Bn%20Ch%C3%B4ng%20N%C6%B0%E1%BB%9Bc%20Trang%20%C4%90i%E1%BB%83m%20%C4%90a%20N%C4%83ng%20T%C3%B4n%20Da%20Cho%20B%E1%BA%A1n%20N%E1%BB%AF38.122%E2%82%AB-15%4.8%C4%90%C3%A3%20b%C3%A1n%209283%20-%204%20ng%C3%A0yTP.%20H%E1%BB%93%20Ch%C3%AD%20Minh","Son Kem Lì Sweetmint Đỏ Mận Lì Lâu Trôi Khó Phai Nhung Mịn Chông Nước Trang Điểm Đa Năng Tôn Da Cho Bạn Nữ38.122₫-15%4.8Đã bán 9283 - 4 ngàyTP. Hồ Chí MinhTìm sản phẩm tương tự","{""sqe"":""item"",""scraper-highlight"":""true""}"
"https://down-vn.img.susercontent.com/file/sg-11134201-81zur-mipy4txonuv718_tn.webp","https://shopee.vn/Son%20m%C3%B4i%20trang%20%C4%91i%E1%BB%83m%20Ice%20Velvet%20Matte,%20Ch%E1%BB%91ng%20m%E1%BB%93%20h%C3%B4i%20ch%E1%BB%91ng%20th%E1%BA%A5m%20n%C6%B0%E1%BB%9Bc,%20S%E1%BA%AFc%20t%E1%BB%91%20trong%20su%E1%BB%91t,%20Kh%C3%B4ng%20c%E1%BA%A7n%20%C4%91%C3%A1nh%20d%E1%BA%A5u%20c%E1%BB%91c","https://shopee.vn/Son-m%C3%B4i-trang-%C4%91i%E1%BB%83m-Ice-Velvet-Matte-Ch%E1%BB%91ng-m%E1%BB%93-h%C3%B4i-ch%E1%BB%91ng-th%E1%BA%A5m-n%C6%B0%E1%BB%9Bc-S%E1%BA%AFc-t%E1%BB%91-trong-su%E1%BB%91t-Kh%C3%B4ng-c%E1%BA%A7n-%C4%91%C3%A1nh-d%E1%BA%A5u-c%E1%BB%91c-i.196261835.24924350583?extraParams=%7B%22display_model_id%22%3A250641315773%2C%22model_selection_logic%22%3A3%7D&sp_atk=a85ab34d-78f6-4520-810c-c7d0fec16868&xptdk=a85ab34d-78f6-4520-810c-c7d0fec16868","https://shopee.vn/Son%20m%C3%B4i%20trang%20%C4%91i%E1%BB%83m%20Ice%20Velvet%20Matte,%20Ch%E1%BB%91ng%20m%E1%BB%93%20h%C3%B4i%20ch%E1%BB%91ng%20th%E1%BA%A5m%20n%C6%B0%E1%BB%9Bc,%20S%E1%BA%AFc%20t%E1%BB%91%20trong%20su%E1%BB%91t,%20Kh%C3%B4ng%20c%E1%BA%A7n%20%C4%91%C3%A1nh%20d%E1%BA%A5u%20c%E1%BB%91c26.400%E2%82%AB-4%Mua%202%20&%20gi%E1%BA%A3m%201%4.7%C4%90%C3%A3%20b%C3%A1n%2080k+3%20-%205%20ng%C3%A0yN%C6%B0%E1%BB%9Bc%20ngo%C3%A0i","Son môi trang điểm Ice Velvet Matte, Chống mồ hôi chống thấm nước, Sắc tố trong suốt, Không cần đánh dấu cốc26.400₫-4%Mua 2 & giảm 1%4.7Đã bán 80k+3 - 5 ngàyNước ngoàiTìm sản phẩm tương tự","{""sqe"":""item"",""scraper-highlight"":""true""}"
